label,C,E,filteredDmvId,pairStart,Dmod30,P29Survivors,S17Survivors,tail1P29,tail2P29,tail4P29,firstBothG,trueK,K13_430Miss,K13_431Miss,fullCoverageBeforeRescue,verdict,legacyDmvId
small,255,510,OPEN_AT_FIRST_SURVIVOR / D28 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,28,0,0,0,0,0,14,0.4559428649962425,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|5;3|3
small,256,512,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.4878208549231894,false,false,false,RESCUED,3|P / D0 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|P
small,257,514,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.1948542538176829,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,258,516,OPEN_AT_FIRST_SURVIVOR / D8 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,8,0,0,0,0,0,19,0.616175712120152,false,false,false,RESCUED,P|7 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;P|5
small,259,518,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.5829329265537636,false,false,false,RESCUED,7|7 / D6 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|5
small,260,520,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.09702087632001699,false,false,false,RESCUED,7|3 / D6 / P29_LOW / TAIL_WEAK / KLOW / 7|3
small,261,522,OPEN_AT_FIRST_SURVIVOR / D20 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,20,0,0,0,0,0,10,0.3229568652863808,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;11|P
small,262,524,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,21,0.6772782076009302,false,false,false,RESCUED,3|P / D12 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|P
small,263,526,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.19324355748864655,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,264,528,OPEN_AT_FIRST_SURVIVOR / D14 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,14,0,0,0,0,0,7,0.22514403138484246,false,false,false,RESCUED,P|5 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;7|P
small,265,530,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,42,1.3490341667982149,false,false,false,RESCUED,5|5 / D24 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|5
small,266,532,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.09622962380522981,false,false,false,RESCUED,5|3 / D6 / P29_LOW / TAIL_WEAK / KLOW / 5|3
small,267,534,OPEN_AT_FIRST_SURVIVOR / D8 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,8,0,0,0,0,0,4,0.12813388424268626,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;5|P
small,268,536,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,39,1.247635274638339,false,false,false,RESCUED,3|P / D18 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|5
small,269,538,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.38337683878574313,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,270,540,OPEN_AT_FIRST_SURVIVOR / D2 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,2,0,0,0,0,0,1,0.031905734195902154,false,false,false,RESCUED,OPEN_AT_G0 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 
small,271,542,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,42,1.3382728225600968,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,272,544,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.2863960282160207,false,false,false,RESCUED,P|3 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|P;5|3
small,273,546,OPEN_AT_FIRST_SURVIVOR / D8 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,8,0,0,0,0,0,4,0.12712063509080254,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;P|5
small,274,548,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.09521630993160514,false,false,false,RESCUED,3|5 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|5
small,275,550,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.19018567392832586,false,false,false,RESCUED,5|5 / D12 / P29_LOW / TAIL_WEAK / KLOW / 3|P;P|3
small,276,552,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.15828341814676478,false,false,false,RESCUED,5|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|P;3|3
small,277,554,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.18969589052281188,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,278,556,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.47363256863351383,false,false,false,RESCUED,P|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|17;5|3
small,279,558,OPEN_AT_FIRST_SURVIVOR / D4 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,4,0,0,0,0,0,2,0.0630705000062792,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3
small,280,560,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.09448564791660878,false,false,false,RESCUED,3|P / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|P
small,281,562,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.37746480534222054,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,282,564,OPEN_AT_FIRST_SURVIVOR / D2 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,2,0,0,0,0,0,1,0.03141580141081261,false,false,false,RESCUED,OPEN_AT_G0 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 
small,283,566,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,54,1.6943265117185629,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,284,568,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,27,0.8461056124028421,false,false,false,RESCUED,P|3 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|P;7|3
small,285,570,OPEN_AT_FIRST_SURVIVOR / D16 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,16,0,0,0,0,0,8,0.2503862682900852,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / P|17;3|3
small,286,572,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,45,1.4066788891813904,false,false,false,RESCUED,3|7 / D0 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|7
small,287,574,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.18732591012598443,false,false,false,RESCUED,7|7 / D12 / P29_LOW / TAIL_WEAK / KLOW / 3|17;P|3
small,288,576,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.15591322062428695,false,false,false,RESCUED,7|17 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 7|17;3|3
small,289,578,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.5606011141813648,false,false,false,RESCUED,17|17 / D6 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|5
small,290,580,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,21,0.653237967077667,false,false,false,RESCUED,17|3 / D12 / P29_LOW / TAIL_WEAK / KLOW / 3|P;P|3
small,291,582,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,20,0.6213766576805841,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|P;3|3
small,292,584,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.46546940463258624,false,false,false,RESCUED,3|P / D0 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|5
small,293,586,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,24,0.7438548092745247,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,294,588,OPEN_AT_FIRST_SURVIVOR / D26 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,26,0,0,0,0,0,13,0.4024384180649886,false,false,false,RESCUED,P|5 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;P|5
small,295,590,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.3710381393491728,false,false,false,RESCUED,5|5 / D24 / P29_LOW / TAIL_WEAK / KLOW / 7|3;3|5
small,296,592,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.46324619054840754,false,false,false,RESCUED,5|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|P;P|3
small,297,594,OPEN_AT_FIRST_SURVIVOR / D28 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,28,0,0,0,0,0,14,0.43185104196669133,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 7|P;3|3
small,298,596,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.4621517127727933,false,false,false,RESCUED,3|13 / D0 / P29_LOW / TAIL_WEAK / KLOW / 7|3;3|P
small,299,598,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.5539304035344692,false,false,false,RESCUED,13|13 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|P;P|3
small,300,600,OPEN_AT_FIRST_SURVIVOR / D14 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,14,0,0,0,0,0,7,0.2151652493271136,false,false,false,RESCUED,13|7 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;5|5
small,301,602,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,30,0.921061708811701,false,false,false,RESCUED,7|7 / D0 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|7
small,302,604,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.27599762105595144,false,false,false,RESCUED,7|3 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|P;5|3
small,303,606,OPEN_AT_FIRST_SURVIVOR / D20 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,20,0,0,0,0,0,10,0.3063092735121976,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;5|P
small,304,608,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,27,0.8260820225981697,false,false,false,RESCUED,3|5 / D24 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|7
small,305,610,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.3667261221009832,false,false,false,RESCUED,5|5 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|P;5|3
small,306,612,OPEN_AT_FIRST_SURVIVOR / D20 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,20,0,0,0,0,0,25,0.7631391245995106,false,false,false,RESCUED,5|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;P|7
small,307,614,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,24,0.7317790420380168,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,308,616,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,39,1.1877915667888481,false,false,false,RESCUED,P|3 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|7;P|3
small,309,618,OPEN_AT_FIRST_SURVIVOR / D4 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,4,0,0,0,0,0,2,0.06084353069871725,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3
small,310,620,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.09116251794586124,false,false,false,RESCUED,3|P / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|P
small,311,622,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,42,1.2748434094588699,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,312,624,OPEN_AT_FIRST_SURVIVOR / D2 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,2,0,0,0,0,0,1,0.030319489545544403,false,false,false,RESCUED,OPEN_AT_G0 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 
small,313,626,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,36,1.0902862696030184,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,314,628,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.09075640094740846,false,false,false,RESCUED,P|3 / D6 / P29_LOW / TAIL_WEAK / KLOW / P|3
small,315,630,OPEN_AT_FIRST_SURVIVOR / D4 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,4,0,0,0,0,0,2,0.06043740003253363,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3
small,316,632,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,33,0.9961191070015333,false,false,false,RESCUED,3|P / D6 / P29_LOW / TAIL_WEAK / KLOW / 7|3;3|P
small,317,634,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,36,1.0854833307304055,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,318,636,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,35,1.0541776172048363,false,false,false,RESCUED,P|11 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 7|P;3|3
small,319,638,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.36103876139105084,false,false,false,RESCUED,11|11 / D24 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|7
small,320,640,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,27,0.8114559033769322,false,false,false,RESCUED,11|3 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|7;5|3
small,321,642,OPEN_AT_FIRST_SURVIVOR / D20 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,20,0,0,0,0,0,10,0.3002143593172193,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;P|7
small,322,644,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.2699019266641617,false,false,false,RESCUED,3|17 / D18 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|7
small,323,646,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,30,0.8987076664270159,false,false,false,RESCUED,17|17 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|P;5|3
small,324,648,OPEN_AT_FIRST_SURVIVOR / D14 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,14,0,0,0,0,0,7,0.2094742473188944,false,false,false,RESCUED,17|5 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;11|7
small,325,650,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.3587161505236119,false,false,false,RESCUED,5|5 / D24 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|5
small,326,652,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,33,0.9854222808321672,false,false,false,RESCUED,5|3 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|5;5|3
small,327,654,OPEN_AT_FIRST_SURVIVOR / D20 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,20,0,0,0,0,0,10,0.2982969738295222,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;11|5
small,328,656,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,21,0.6257634562437101,false,false,false,RESCUED,3|7 / D12 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|P
small,329,658,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.5358054132950432,false,false,false,RESCUED,7|7 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|7;P|3
small,330,660,OPEN_AT_FIRST_SURVIVOR / D4 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,4,0,0,0,0,0,17,0.5055089230237136,false,false,false,RESCUED,7|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / P|7;3|3
small,331,662,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.5346866427815496,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,332,664,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.4451092463295762,false,false,false,RESCUED,P|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|7;11|3
small,333,666,OPEN_AT_FIRST_SURVIVOR / D2 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,2,0,0,0,0,0,16,0.47429162730229146,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;11|P
small,334,668,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.08883792976707493,false,false,false,RESCUED,3|5 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|5
small,335,670,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.5324795699307717,false,false,false,RESCUED,5|5 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|P;11|3
small,336,672,OPEN_AT_FIRST_SURVIVOR / D16 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,16,0,0,0,0,0,23,0.6796934899094557,false,false,false,RESCUED,5|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / P|5;3|3
small,337,674,P|19 / D0 / P29_LOW / TAIL_WEAK / KLOW,P|19,0,0,1,0,0,0,30,0.8856515944009585,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,338,676,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,21,0.6193253667970439,false,false,false,RESCUED,P|3 / D12 / P29_LOW / TAIL_WEAK / KLOW / 3|5;11|3
small,339,678,OPEN_AT_FIRST_SURVIVOR / D16 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,16,0,0,0,0,0,8,0.2356942623735675,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|7;3|3
small,340,680,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.2648881330775993,false,false,false,RESCUED,3|11 / D18 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|P
small,341,682,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,48,1.4113141965897076,false,false,false,RESCUED,11|11 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|5;5|3
small,342,684,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.146864373641552,false,false,false,RESCUED,11|7 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 11|7;3|3
small,343,686,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.17606100419358497,false,false,false,RESCUED,7|7 / D12 / P29_LOW / TAIL_WEAK / KLOW / 11|3;3|P
small,344,688,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,75,2.1985692024220262,false,false,false,RESCUED,7|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|5;P|3
small,345,690,OPEN_AT_FIRST_SURVIVOR / D16 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,16,0,0,0,0,0,8,0.23428111810743946,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 11|P;3|3
small,346,692,P|19 / D6 / P29_LOW / TAIL_WEAK / KLOW,P|19,6,0,1,0,0,0,33,0.9654529809358792,false,false,false,RESCUED,3|P / D6 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|13
small,347,694,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,36,1.05218238993887,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
