label,C,E,filteredDmvId,pairStart,Dmod30,P29Survivors,S17Survivors,tail1P29,tail2P29,tail4P29,firstBothG,trueK,K13_430Miss,K13_431Miss,fullCoverageBeforeRescue,verdict,legacyDmvId
small,674,1348,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,27,0.6364597153282211,false,false,false,RESCUED,P|3 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|17;11|3
small,675,1350,OPEN_AT_FIRST_SURVIVOR / D4 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,4,0,0,0,0,0,2,0.047123708502256646,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3
small,676,1352,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.3532672445955058,false,false,false,RESCUED,3|P / D0 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|13
small,677,1354,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,24,0.5649712350948743,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,678,1356,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.11764904816689589,false,false,false,RESCUED,P|7 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / P|7;3|3
small,679,1358,23|P / D6 / P29_LOW / TAIL_WEAK / KLOW,23|P,6,0,1,0,0,0,48,1.1289203552600413,false,false,false,RESCUED,7|7 / D6 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|5
small,680,1360,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.07052568404385065,false,false,false,RESCUED,7|3 / D6 / P29_LOW / TAIL_WEAK / KLOW / 7|3
small,681,1362,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,20,0.46995942778599065,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|17;3|3
small,682,1364,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.2113866369740248,false,false,false,RESCUED,3|P / D18 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|13
small,683,1366,P|23 / D12 / P29_LOW / TAIL_WEAK / KLOW,P|23,12,0,1,0,0,0,36,0.8451669391711352,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,684,1368,OPEN_AT_FIRST_SURVIVOR / D14 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,14,0,0,0,0,0,7,0.1642643607220779,false,false,false,RESCUED,P|5 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;7|13
small,685,1370,23|19 / D18 / P29_LOW / TAIL_WEAK / KLOW,23|19,18,0,1,0,0,0,24,0.5629400999892219,false,false,false,RESCUED,5|5 / D18 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|7
small,686,1372,P|23 / D6 / P29_LOW / TAIL_WEAK / KLOW,P|23,6,0,1,0,0,0,33,0.7736968833006374,false,false,false,RESCUED,5|3 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|5;5|3
small,687,1374,OPEN_AT_FIRST_SURVIVOR / D8 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,8,0,0,0,0,0,4,0.09373961986327477,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;5|13
small,688,1376,P|19 / D0 / P29_LOW / TAIL_WEAK / KLOW,P|19,0,0,2,0,0,0,45,1.0541012407097168,false,false,false,RESCUED,3|13 / D0 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|17
small,689,1378,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.2809687340294088,false,false,false,RESCUED,13|13 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|17;7|3
small,690,1380,P|19 / D28 / P29_LOW / TAIL_WEAK / KLOW,P|19,28,0,2,0,0,0,29,0.6787064980198091,false,false,false,RESCUED,13|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|5;3|3
small,691,1382,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.42107949837031,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,692,1384,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.2104466440330093,false,false,false,RESCUED,P|3 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|17;5|3
small,693,1386,P|19 / D2 / P29_LOW / TAIL_WEAK / KLOW,P|19,2,0,1,0,0,0,16,0.37396219545082876,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;7|7
small,694,1388,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,33,0.7709570777368763,false,false,false,RESCUED,3|5 / D6 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|5
small,695,1390,P|23 / D6 / P29_LOW / TAIL_WEAK / KLOW,P|23,6,0,1,0,0,0,48,1.1208986779083168,false,false,false,RESCUED,5|5 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|P;11|3
small,696,1392,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.11670898720021163,false,false,false,RESCUED,5|17 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|17;3|3
small,697,1394,P|19 / D12 / P29_LOW / TAIL_WEAK / KLOW,P|19,12,0,2,0,0,0,36,0.8399361802440136,false,false,false,RESCUED,17|17 / D12 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|17
small,698,1396,P|23 / D12 / P29_LOW / TAIL_WEAK / KLOW,P|23,12,0,1,0,0,0,21,0.4897482466695888,false,false,false,RESCUED,17|3 / D12 / P29_LOW / TAIL_WEAK / KLOW / 3|5;7|3
small,699,1398,OPEN_AT_FIRST_SURVIVOR / D20 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,20,0,0,0,0,0,40,0.932446036592719,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;P|11
small,700,1400,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.2097088019273441,false,false,false,RESCUED,3|P / D18 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|7
small,701,1402,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.41923487222764916,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,702,1404,P|19 / D20 / P29_LOW / TAIL_WEAK / KLOW,P|19,20,0,2,0,0,0,25,0.5820173892016396,false,false,false,RESCUED,P|19 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;7|5
small,703,1406,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,30,0.6981175774895101,false,false,false,RESCUED,19|19 / D0 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|17
small,704,1408,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,57,1.3258483406737753,false,false,false,RESCUED,19|3 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|P;11|3
small,705,1410,OPEN_AT_FIRST_SURVIVOR / D8 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,8,0,0,0,0,0,4,0.09300171743631537,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;19|7
small,706,1412,19|P / D6 / P29_LOW / TAIL_WEAK / KLOW,19|P,6,0,1,0,0,0,33,0.7669326160673955,false,false,false,RESCUED,3|7 / D6 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|11
small,707,1414,P|23 / D18 / P29_LOW / TAIL_WEAK / KLOW,P|23,18,0,1,0,0,0,54,1.2544392223305014,false,false,false,RESCUED,7|7 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|P;5|3
small,708,1416,19|23 / D20 / P29_LOW / TAIL_WEAK / KLOW,19|23,20,0,1,0,0,0,25,0.5805087569444662,false,false,false,RESCUED,7|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;5|17
small,709,1418,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.41778657284745513,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,710,1420,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.20880360483948415,false,false,false,RESCUED,P|3 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|5;19|3
small,711,1422,P|23 / D26 / P29_LOW / TAIL_WEAK / KLOW,P|23,26,0,2,0,0,0,28,0.6493327776354367,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;5|11
small,712,1424,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,21,0.48679118261584314,false,false,false,RESCUED,3|23 / D12 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|17
small,713,1426,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,30,0.6951188685112674,false,false,false,RESCUED,23|23 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|P;5|3
small,714,1428,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.11580372803764612,false,false,false,RESCUED,23|5 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 23|5;3|3
small,715,1430,19|P / D18 / P29_LOW / TAIL_WEAK / KLOW,19|P,18,0,1,0,0,0,24,0.5556211777477971,false,false,false,RESCUED,5|5 / D18 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|11
small,716,1432,23|P / D24 / P29_LOW / TAIL_WEAK / KLOW,23|P,24,0,1,0,0,0,57,1.3190392387202265,false,false,false,RESCUED,5|3 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|P;P|3
small,717,1434,OPEN_AT_FIRST_SURVIVOR / D2 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,2,0,0,0,0,0,16,0.3700994583410168,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;19|17
small,718,1436,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.20809271653148376,false,false,false,RESCUED,3|P / D18 / P29_LOW / TAIL_WEAK / KLOW / 23|3;3|5
small,719,1438,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,42,0.9706884436724221,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,720,1440,23|P / D8 / P29_LOW / TAIL_WEAK / KLOW,23|P,8,0,1,0,0,0,19,0.43893545527563443,false,false,false,RESCUED,P|7 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;19|11
small,721,1442,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.27710546696234056,false,false,false,RESCUED,7|7 / D24 / P29_LOW / TAIL_WEAK / KLOW / 23|3;3|17
small,722,1444,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,21,0.4847303597220361,false,false,false,RESCUED,7|3 / D12 / P29_LOW / TAIL_WEAK / KLOW / 3|P;19|3
small,723,1446,OPEN_AT_FIRST_SURVIVOR / D8 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,8,0,0,0,0,0,4,0.09229077401791107,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;7|5
small,724,1448,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.34594512669812355,false,false,false,RESCUED,3|5 / D0 / P29_LOW / TAIL_WEAK / KLOW / 23|3;3|11
small,725,1450,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,48,1.1065604563572158,false,false,false,RESCUED,5|5 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|P;7|3
small,726,1452,OPEN_AT_FIRST_SURVIVOR / D14 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,14,0,0,0,0,0,7,0.16130587634062796,false,false,false,RESCUED,5|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;7|17
small,727,1454,19|P / D18 / P29_LOW / TAIL_WEAK / KLOW,19|P,18,0,2,0,0,0,84,1.9348618562886228,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,728,1456,23|P / D0 / P29_LOW / TAIL_WEAK / KLOW,23|P,0,0,1,0,0,0,45,1.0361007930254693,false,false,false,RESCUED,P|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|P;5|3
small,729,1458,OPEN_AT_FIRST_SURVIVOR / D20 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,20,0,0,0,0,0,10,0.23014873602506195,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;7|11
small,730,1460,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.06901591277323874,false,false,false,RESCUED,3|17 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|17
small,731,1462,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.27594904760970007,false,false,false,RESCUED,17|17 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|P;7|3
small,732,1464,23|P / D22 / P29_LOW / TAIL_WEAK / KLOW,23|P,22,0,2,0,0,0,41,0.9424351293277691,false,false,false,RESCUED,17|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|P;3|3
small,733,1466,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.13786026174040153,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,734,1468,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,75,1.7225412580161086,false,false,false,RESCUED,P|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|5;P|3
small,735,1470,OPEN_AT_FIRST_SURVIVOR / D16 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,16,0,0,0,0,0,8,0.18366193642200127,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 17|P;3|3
small,736,1472,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.06884485819127163,false,false,false,RESCUED,3|11 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|11
small,737,1474,23|P / D12 / P29_LOW / TAIL_WEAK / KLOW,23|P,12,0,1,0,0,0,36,0.8257985547465614,false,false,false,RESCUED,11|11 / D12 / P29_LOW / TAIL_WEAK / KLOW / 3|P;19|3
small,738,1476,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.11464715013527045,false,false,false,RESCUED,11|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 11|P;3|3
small,739,1478,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,12,0.275040358236452,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,740,1480,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,21,0.4811236113224106,false,false,false,RESCUED,P|3 / D12 / P29_LOW / TAIL_WEAK / KLOW / 3|P;7|3
small,741,1482,OPEN_AT_FIRST_SURVIVOR / D4 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,4,0,0,0,0,0,2,0.04580256976033908,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3
small,742,1484,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.20602745961130653,false,false,false,RESCUED,3|P / D18 / P29_LOW / TAIL_WEAK / KLOW / 11|3;3|7
small,743,1486,23|P / D12 / P29_LOW / TAIL_WEAK / KLOW,23|P,12,0,1,0,0,0,66,1.5102524795376484,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,744,1488,OPEN_AT_FIRST_SURVIVOR / D4 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,4,0,0,0,0,0,17,0.3888461837624472,false,false,false,RESCUED,P|5 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 17|P;3|3
small,745,1490,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.1371840881892762,false,false,false,RESCUED,5|5 / D12 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|7
small,746,1492,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,27,0.6170780496174588,false,false,false,RESCUED,5|3 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|P;7|3
small,747,1494,OPEN_AT_FIRST_SURVIVOR / D8 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,8,0,0,0,0,0,4,0.09138195402877108,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;5|7
small,748,1496,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.2055262718174332,false,false,false,RESCUED,3|7 / D18 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|5
small,749,1498,P|19 / D6 / P29_LOW / TAIL_WEAK / KLOW,P|19,6,0,1,0,0,0,48,1.0956976449240017,false,false,false,RESCUED,7|7 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|13;19|3
small,750,1500,OPEN_AT_FIRST_SURVIVOR / D14 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,14,0,0,0,0,0,7,0.15972483787872077,false,false,false,RESCUED,7|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;5|5
small,751,1502,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.4105557270886127,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,752,1504,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.20519538099089263,false,false,false,RESCUED,P|3 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|P;5|3
small,753,1506,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,20,0.45580679478502634,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 11|P;3|3
small,754,1508,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,3,0.06834363100111122,false,false,false,RESCUED,3|5 / D6 / P29_LOW / TAIL_WEAK / KLOW / 3|5
small,755,1510,23|P / D18 / P29_LOW / TAIL_WEAK / KLOW,23|P,18,0,1,0,0,0,54,1.2296933190929946,false,false,false,RESCUED,5|5 / D18 / P29_LOW / TAIL_WEAK / KLOW / 3|5;19|3
small,756,1512,OPEN_AT_FIRST_SURVIVOR / D10 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,10,0,0,0,0,0,5,0.11381502092589194,false,false,false,RESCUED,5|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|P;3|3
small,757,1514,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,30,0.6826178197864725,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,758,1516,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,15,0.3411730180087061,false,false,false,RESCUED,P|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|P;5|3
small,759,1518,OPEN_AT_FIRST_SURVIVOR / D4 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,4,0,0,0,0,0,2,0.045471651501906525,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3
small,760,1520,OPEN_AT_FIRST_SURVIVOR / D18 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,18,0,0,0,0,0,9,0.20454120828253483,false,false,false,RESCUED,3|P / D18 / P29_LOW / TAIL_WEAK / KLOW / 5|3;3|13
small,761,1522,P|19 / D0 / P29_LOW / TAIL_WEAK / KLOW,P|19,0,0,2,0,0,0,60,1.363067599106664,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,762,1524,OPEN_AT_FIRST_SURVIVOR / D22 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,22,0,0,0,0,0,11,0.24979683177808623,false,false,false,RESCUED,P|7 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 5|P;3|3
small,763,1526,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.13619897745261794,false,false,false,RESCUED,7|7 / D12 / P29_LOW / TAIL_WEAK / KLOW / P|3;3|13
small,764,1528,OPEN_AT_FIRST_SURVIVOR / D0 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,0,0,0,0,0,0,45,1.0210892994899903,false,false,false,RESCUED,7|3 / D0 / P29_LOW / TAIL_WEAK / KLOW / 3|5;7|3
small,765,1530,OPEN_AT_FIRST_SURVIVOR / D8 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,8,0,0,0,0,0,4,0.09072773629145231,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3;7|13
small,766,1532,OPEN_AT_FIRST_SURVIVOR / D24 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,24,0,0,0,0,0,57,1.292361671034723,false,false,false,RESCUED,3|13 / D24 / P29_LOW / TAIL_WEAK / KLOW / 23|3;3|P
small,767,1534,OPEN_AT_FIRST_SURVIVOR / D12 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,12,0,0,0,0,0,6,0.13598463819477505,false,false,false,RESCUED,13|13 / D12 / P29_LOW / TAIL_WEAK / KLOW / 3|P;7|3
small,768,1536,P|19 / D28 / P29_LOW / TAIL_WEAK / KLOW,P|19,28,0,1,0,0,0,29,0.6570013161320206,false,false,false,RESCUED,13|P / DOTHER / P29_LOW / TAIL_WEAK / KLOW / P|13;3|3
small,769,1538,OPEN_AT_FIRST_SURVIVOR / D6 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,6,0,0,0,0,0,18,0.40763422824108986,false,false,false,RESCUED,OPEN_AT_G0 / D0 / P29_LOW / TAIL_WEAK / KLOW / 
small,770,1540,P|19 / D24 / P29_LOW / TAIL_WEAK / KLOW,P|19,24,0,1,0,0,0,27,0.6112122558804605,false,false,false,RESCUED,P|3 / D24 / P29_LOW / TAIL_WEAK / KLOW / 3|13;5|3
small,771,1542,OPEN_AT_FIRST_SURVIVOR / D4 / P29_LOW / TAIL_WEAK / KLOW,OPEN_AT_FIRST_SURVIVOR,4,0,0,0,0,0,2,0.0452573051577124,false,false,false,RESCUED,3|3 / DOTHER / P29_LOW / TAIL_WEAK / KLOW / 3|3
